Name,Lat,Long,Category
Block on Leon,30.2905186122491,-97.7494448965295,AffordableHousing
Heritage Heights,30.265715000000004,-97.725015,AffordableHousing
Pecan Springs Commons,30.3052934003297,-97.67984055376492,AffordableHousing
Regents at 26th,30.290996951879997,-97.74649448731572,AffordableHousing
Highland Phase II - North,30.324758000000003,-97.714668,AffordableHousing
Texan at Pearl,30.2906494489182,-97.74625073478691,AffordableHousing
912 Neal Street,30.2687163287403,-97.7103568683844,AffordableHousing
2102 Chicon Street,30.2821393008315,-97.72194920224442,AffordableHousing
Post South Lamar 2,30.2529251388769,-97.76384152748291,AffordableHousing
Windsor  South Lamar,30.2572608624833,-97.76017251434921,AffordableHousing
Ivy Condos,30.240275740263602,-97.78266876011179,AffordableHousing
4910 West Wind Trail,30.227193,-97.8042,AffordableHousing
Heritage Heights,30.266657000000002,-97.722927,AffordableHousing
Colorado Creek Apartments,30.205647999999997,-97.633937,AffordableHousing
The Works at Pleasant Valley,30.263973435801,-97.70740009226841,AffordableHousing
2200 Nueces Street,30.285401,-97.744188,AffordableHousing
Amli at Mueller,30.29717,-97.703698,AffordableHousing
Cornerstone,30.2553062066707,-97.76422388857429,AffordableHousing
Heritage Heights,30.266482,-97.723987,AffordableHousing
Thornton Flats,30.243096165827303,-97.77277232830922,AffordableHousing
Texan West Campus,30.292271999999997,-97.745467,AffordableHousing
Pathways at Chalmers Court - South,30.259144,-97.726547,AffordableHousing
1002 Navasota,30.2677185659426,-97.7267204286374,AffordableHousing
Alexan East 6th Street,30.259698282081498,-97.71570636339581,AffordableHousing
2004 Chicon Street,30.281151956440702,-97.7218158797085,AffordableHousing
Runnymeade Apartments,30.366940999999997,-97.702694,AffordableHousing
Urban Oaks,30.190844537097803,-97.7778564092322,AffordableHousing
1116 Harvard Street,30.2672397186309,-97.7162387220264,AffordableHousing
1009 E 10th Street,30.2684283282867,-97.7305781128068,AffordableHousing
Axis West campus,30.290066981897397,-97.7502350368063,AffordableHousing
Saint Louise House,30.241970103485603,-97.78530304307621,AffordableHousing
City View at the Park,30.218485551651696,-97.7434213272554,AffordableHousing
Austin Children's Shelter,30.2956389135677,-97.68906792657499,AffordableHousing
Villas on San Gabriel II,30.288843578537396,-97.7478919302532,AffordableHousing
Accessible Housing Austin! - SF,30.211278000000004,-97.83600799999999,AffordableHousing
Meadowood Apartments,30.3594094449148,-97.68500093415051,AffordableHousing
Stony Creek Apartments,30.2219647316627,-97.79265960455861,AffordableHousing
AMLI South Shore Phase II,30.245229,-97.730198,AffordableHousing
Heights on Parmer Phase Two,30.390822999999997,-97.65079300000001,AffordableHousing
William Cannon Apartments,30.1878667909073,-97.7613178962303,AffordableHousing
SOL,30.2586421166223,-97.6847885966937,AffordableHousing
Heritage Heights,30.2657,-97.723292,AffordableHousing
Villages at Fiskville,30.364434999999997,-97.681344,AffordableHousing
Elan Parkside Apartments,30.326874,-97.71599499999999,AffordableHousing
SafePlace 14 Unit Expansion,30.231371000000003,-97.705841,AffordableHousing
Lakeline Station,30.4762530810604,-97.7803449892326,AffordableHousing
shots fired,30.244609,-97.888612,Shooting
shots fired,48.192789,-114.299949,Shooting
shots fired,30.379773,-97.704626,Shooting
other - nature unknown,30.1955,-97.810196,Shooting
shots fired,29.881245,-97.667536,Shooting
warrant,30.443284,-97.787553,Shooting
robbery,26.489341,-80.089825,Shooting
disturbance,38.848634,-91.944226,Shooting
traffic stop,40.178357,-85.348554,Shooting
domestic disturbance,30.167208,-97.788916,Shooting
stolen vehicle,30.181796,-97.856066,Shooting
suicidal subject,30.379781,-97.70205,Shooting
other - flagged down by victim of an LTS,30.363177,-97.696992,Shooting
burglar alarm,30.19096,-97.771937,Shooting
domestic disturbance,30.219623,-97.689696,Shooting
check welfare,30.197953,-97.789496,Shooting
disturbance,37.49396,-92.294899,Shooting
disturbance,30.159946,-97.77643,Shooting
other - narcotics,29.56345,-98.340468,Shooting
shots fired,30.269158,-97.739649,Shooting
disturbance,30.28687,-97.658896,Shooting
disturbance,30.41496,-97.703314,Shooting
suspicious person,30.307201,-97.669664,Shooting
traffic stop,30.268608,-97.691009,Shooting
suspicious person,40.868762,-97.583783,Shooting
domestic disturbance,30.151215,-97.843473,Shooting
disturbance,30.221231,-97.836546,Shooting
other - stabbing,30.322115,-97.740477,Shooting
shots fired,30.384132,-97.708018,Shooting
disturbance,30.445259,-97.805086,Shooting
traffic stop,30.438023,-97.740493,Shooting
suicidal subject,30.33259,-97.720879,Shooting
check welfare,30.2877,-97.725141,Shooting
traffic stop,30.235461,-97.718944,Shooting
traffic stop,30.298349,-97.684711,Shooting
suspicious person,30.228925,-97.83392,Shooting
disturbance,30.298878,-82.978832,Shooting
shots fired,30.321071,-97.687437,Shooting
burglar alarm,30.382402,-97.733069,Shooting
robbery,30.312738,-97.66281,Shooting
suspicious person,30.246406,-97.910421,Shooting
other - robbery suspect vehicle,30.307201,-97.669664,Shooting
warrant,30.345194,-97.717559,Shooting
check welfare,30.355057,-97.752106,Shooting
warrant,30.426237,-97.673119,Shooting
other - aggravated assault,30.362494,-97.684934,Shooting
stolen vehicle,30.227091,-97.74466,Shooting
disturbance,30.319315,-97.689358,Shooting
suicidal subject,30.234584,-97.691949,Shooting
disturbance,30.379441,-97.751594,Shooting
shots fired,30.233907,-97.731631,Shooting
domestic disturbance,30.316889,-97.690853,Shooting
burglar alarm,30.214181,-97.769479,Shooting
domestic disturbance,30.398698,-97.661704,Shooting
suspicious person,30.391489,-97.667084,Shooting
